order_id,customer_name,age,product,quantity,price
143,Neha,30.0,,2.0,10000.0
915,Pooja,22.0,Headphones,1.0,20000.0
330,Neha,,Laptop,2.0,
186,Rahul,30.0,Mobile,,
728,Amit,22.0,Laptop,3.0,15000.0
195,Neha,35.0,Tablet,3.0,
583,Rahul,25.0,Laptop,,10000.0
753,Neha,25.0,Headphones,,15000.0
411,Pooja,25.0,Laptop,2.0,10000.0
929,Neha,30.0,,3.0,20000.0
741,Amit,,,,20000.0
43,,25.0,Laptop,1.0,
751,,,Mobile,3.0,20000.0
294,Neha,25.0,,2.0,10000.0
503,Neha,22.0,Headphones,,
643,Amit,30.0,Mobile,3.0,
683,Neha,22.0,Mobile,,15000.0
329,Pooja,25.0,,1.0,
278,,35.0,Mobile,1.0,15000.0
343,Neha,25.0,Mobile,,
950,Amit,35.0,,,
40,Amit,30.0,Laptop,2.0,15000.0
842,Neha,35.0,Laptop,,15000.0
894,Rahul,25.0,Mobile,3.0,
47,Amit,25.0,Tablet,2.0,20000.0
47,Amit,25.0,Tablet,2.0,20000.0
438,Rahul,35.0,,,10000.0
600,Pooja,30.0,Laptop,,20000.0
445,Amit,30.0,Tablet,1.0,15000.0
639,Neha,25.0,,2.0,
599,Rahul,30.0,Tablet,2.0,10000.0
6,Rahul,35.0,Laptop,2.0,10000.0
526,Amit,25.0,Tablet,,
29,,30.0,,3.0,15000.0
957,,30.0,Laptop,,
342,Rahul,22.0,,2.0,
597,Rahul,,,3.0,20000.0
217,Rahul,22.0,Headphones,3.0,15000.0
651,,,,,15000.0
401,,35.0,Mobile,2.0,20000.0
390,Amit,,Mobile,2.0,20000.0
404,Neha,30.0,Tablet,,
15,Neha,35.0,Laptop,3.0,10000.0
876,Rahul,,Headphones,3.0,15000.0
742,Neha,30.0,Tablet,,
52,Pooja,30.0,,,20000.0
151,Amit,35.0,,3.0,20000.0
336,Amit,35.0,Tablet,1.0,
165,Pooja,22.0,Laptop,,10000.0
81,Amit,,Laptop,,
142,,30.0,Mobile,2.0,20000.0
932,Neha,25.0,Mobile,2.0,
883,Amit,25.0,Headphones,2.0,20000.0
931,Rahul,25.0,Tablet,3.0,15000.0
708,,35.0,Headphones,3.0,20000.0
209,,22.0,,2.0,20000.0
694,Pooja,,Tablet,,20000.0
75,Rahul,22.0,Laptop,3.0,
899,,22.0,Mobile,1.0,15000.0
523,,35.0,Headphones,1.0,10000.0
271,Pooja,35.0,Mobile,3.0,
62,,35.0,,1.0,20000.0
108,,30.0,Headphones,,10000.0
725,Pooja,30.0,Headphones,2.0,10000.0
136,Rahul,22.0,Mobile,3.0,10000.0
731,,,Mobile,1.0,20000.0
60,Rahul,,,2.0,15000.0
414,Amit,22.0,Mobile,3.0,15000.0
606,,22.0,Mobile,2.0,20000.0
833,Pooja,35.0,Headphones,1.0,20000.0
260,Pooja,22.0,Headphones,,10000.0
23,Rahul,,Tablet,2.0,15000.0
697,Rahul,22.0,Headphones,,
498,Amit,,Mobile,1.0,
401,,35.0,Mobile,2.0,20000.0
167,Neha,,Laptop,,
535,Rahul,25.0,,2.0,15000.0
464,,35.0,Tablet,1.0,
9,Amit,,Headphones,1.0,10000.0
484,Pooja,22.0,,1.0,20000.0
196,Rahul,35.0,Headphones,1.0,20000.0
865,,,Tablet,2.0,
783,Rahul,22.0,Headphones,2.0,
635,Amit,22.0,Headphones,,
159,Amit,25.0,Headphones,3.0,15000.0
939,Pooja,35.0,Laptop,1.0,20000.0
869,Neha,22.0,Laptop,,
490,Amit,35.0,Laptop,2.0,
851,,22.0,Tablet,1.0,20000.0
618,Rahul,22.0,Tablet,1.0,10000.0
436,Pooja,25.0,Mobile,1.0,10000.0
685,Rahul,35.0,Tablet,2.0,15000.0
763,Neha,30.0,Mobile,2.0,20000.0
634,Pooja,22.0,Mobile,1.0,
496,Amit,,Laptop,1.0,10000.0
245,Amit,25.0,,2.0,15000.0
446,Pooja,,Mobile,1.0,
981,Pooja,35.0,Tablet,,10000.0
360,,25.0,Laptop,2.0,10000.0
815,Amit,,Mobile,2.0,15000.0
332,,25.0,Laptop,1.0,15000.0
79,,,,2.0,
101,,30.0,Laptop,2.0,
103,Amit,25.0,,2.0,10000.0
428,Neha,30.0,,1.0,15000.0
515,Amit,22.0,,2.0,20000.0
818,Neha,22.0,Mobile,2.0,15000.0
354,Neha,22.0,Mobile,2.0,20000.0
590,,35.0,Mobile,1.0,20000.0
691,Rahul,22.0,Tablet,2.0,10000.0
837,,,Tablet,1.0,10000.0
744,Rahul,30.0,Mobile,,15000.0
749,Amit,35.0,Laptop,3.0,20000.0
212,Rahul,25.0,Headphones,3.0,15000.0
393,Rahul,30.0,Tablet,,15000.0
379,,22.0,Laptop,1.0,
995,Rahul,30.0,Laptop,,20000.0
655,Neha,,Mobile,3.0,20000.0
137,Rahul,,Laptop,,10000.0
982,Pooja,22.0,Mobile,1.0,20000.0
538,Pooja,,Laptop,1.0,10000.0
473,Amit,30.0,Laptop,1.0,
221,Neha,25.0,Tablet,3.0,15000.0
642,,35.0,,3.0,15000.0
315,,35.0,Laptop,3.0,10000.0
511,Pooja,30.0,Headphones,2.0,10000.0
777,Neha,30.0,,2.0,20000.0
423,Pooja,,Headphones,,10000.0
57,Amit,30.0,Mobile,1.0,
273,,,Mobile,1.0,
248,Rahul,30.0,Tablet,2.0,10000.0
649,,35.0,Headphones,1.0,10000.0
770,Neha,25.0,Laptop,1.0,
494,Pooja,22.0,Headphones,,
558,,22.0,,,20000.0
994,Amit,35.0,Tablet,1.0,20000.0
955,Neha,,Headphones,,10000.0
466,,25.0,Mobile,1.0,10000.0
328,Pooja,22.0,Mobile,3.0,10000.0
112,Pooja,22.0,Tablet,3.0,
547,,25.0,Tablet,1.0,10000.0
73,Rahul,35.0,,,10000.0
369,,25.0,Tablet,,
96,Neha,25.0,Headphones,2.0,10000.0
825,Amit,22.0,,,10000.0
531,,,Headphones,3.0,20000.0
388,Amit,35.0,Laptop,2.0,20000.0
485,Neha,,Mobile,,10000.0
873,Amit,22.0,,,20000.0
19,Rahul,25.0,,,
585,Rahul,22.0,Headphones,1.0,
71,,30.0,Mobile,2.0,20000.0
912,Amit,22.0,,2.0,15000.0
812,Neha,,Mobile,1.0,20000.0
969,,30.0,Mobile,1.0,10000.0
805,,,Tablet,,20000.0
554,Amit,22.0,Tablet,2.0,15000.0
949,,35.0,Laptop,2.0,10000.0
412,Rahul,30.0,Mobile,,10000.0
133,Pooja,,Headphones,,
348,Rahul,25.0,Tablet,2.0,10000.0
880,Rahul,,Headphones,2.0,15000.0
506,Amit,30.0,Laptop,1.0,
834,Neha,22.0,Headphones,3.0,10000.0
305,Amit,25.0,Tablet,1.0,20000.0
870,Neha,22.0,,3.0,20000.0
492,Amit,22.0,Mobile,3.0,15000.0
53,Neha,25.0,Laptop,3.0,10000.0
257,Neha,25.0,Tablet,2.0,15000.0
976,Rahul,22.0,,1.0,20000.0
64,Amit,30.0,Headphones,1.0,10000.0
860,Amit,35.0,Tablet,3.0,15000.0
942,Neha,,Headphones,2.0,
881,Rahul,25.0,Mobile,1.0,10000.0
729,Neha,,Laptop,,15000.0
460,Pooja,25.0,Headphones,,10000.0
926,Neha,30.0,,3.0,15000.0
293,Rahul,,Laptop,3.0,10000.0
338,Neha,35.0,Headphones,2.0,10000.0
840,,,Headphones,2.0,20000.0
875,,22.0,Mobile,1.0,15000.0
695,Neha,,Headphones,3.0,15000.0
722,Amit,25.0,Laptop,3.0,10000.0
727,Amit,35.0,Laptop,1.0,
176,Pooja,22.0,,2.0,20000.0
559,Rahul,30.0,Headphones,1.0,20000.0
921,Amit,35.0,Mobile,,15000.0
809,Pooja,25.0,Tablet,,
886,,30.0,Mobile,,15000.0
382,Rahul,22.0,Laptop,1.0,20000.0
790,Amit,,Mobile,3.0,15000.0
773,Neha,,Laptop,2.0,20000.0
38,Rahul,25.0,Tablet,1.0,10000.0
337,Neha,22.0,Headphones,1.0,15000.0
381,Amit,30.0,Headphones,1.0,
304,Amit,22.0,Headphones,3.0,10000.0
835,,25.0,Tablet,1.0,15000.0
871,Amit,35.0,Tablet,1.0,10000.0
344,Amit,30.0,Mobile,1.0,
521,Neha,35.0,Tablet,3.0,
537,Amit,,,,
622,,30.0,Laptop,2.0,
555,Rahul,35.0,,,
475,Neha,,Laptop,3.0,
499,Amit,25.0,Mobile,1.0,20000.0
782,,25.0,Mobile,3.0,20000.0
110,Pooja,,Tablet,1.0,15000.0
295,Rahul,,Laptop,2.0,20000.0
789,Neha,35.0,Headphones,2.0,20000.0
402,Rahul,30.0,Headphones,3.0,20000.0
580,Rahul,22.0,Tablet,2.0,
86,Neha,,,,15000.0
174,Pooja,30.0,Tablet,,15000.0
472,Pooja,22.0,Headphones,,
111,Neha,30.0,Laptop,1.0,15000.0
173,,,,3.0,15000.0
231,Amit,35.0,Mobile,2.0,15000.0
105,Pooja,30.0,Headphones,,15000.0
387,Pooja,25.0,Mobile,2.0,20000.0
624,Pooja,,Mobile,1.0,10000.0
562,,35.0,Headphones,,15000.0
224,Rahul,22.0,Laptop,1.0,
25,Neha,22.0,Laptop,3.0,
410,,30.0,Laptop,1.0,15000.0
223,Neha,30.0,Laptop,1.0,15000.0
747,Pooja,22.0,,,15000.0
448,Neha,25.0,Laptop,2.0,10000.0
946,Pooja,25.0,Mobile,3.0,10000.0
990,Rahul,22.0,Headphones,2.0,
147,Pooja,,,3.0,10000.0
532,Pooja,25.0,Mobile,1.0,
852,Rahul,30.0,Mobile,,10000.0
269,Pooja,,Laptop,3.0,
612,Pooja,25.0,Laptop,3.0,15000.0
153,Rahul,25.0,Laptop,,10000.0
384,Neha,30.0,Laptop,,10000.0
206,Pooja,30.0,Laptop,,10000.0
647,Amit,22.0,Laptop,2.0,
700,Amit,30.0,,3.0,10000.0
543,Neha,35.0,Mobile,2.0,10000.0
829,Pooja,30.0,Laptop,1.0,15000.0
309,Pooja,25.0,Mobile,1.0,15000.0
973,,35.0,Headphones,2.0,20000.0
879,Neha,25.0,Headphones,1.0,
872,Neha,,Tablet,,20000.0
711,Amit,,Tablet,1.0,20000.0
723,Amit,35.0,Tablet,1.0,10000.0
95,Amit,30.0,Tablet,,15000.0
58,Neha,22.0,Tablet,2.0,10000.0
963,Amit,22.0,Tablet,,10000.0
965,Rahul,,Laptop,,20000.0
69,Neha,25.0,Mobile,,
573,Amit,35.0,Tablet,1.0,10000.0
87,Neha,25.0,Tablet,,15000.0
85,Pooja,35.0,Tablet,,20000.0
839,Pooja,35.0,Mobile,3.0,
140,Pooja,,,3.0,
696,,30.0,Tablet,2.0,20000.0
577,Pooja,35.0,,3.0,10000.0
357,Rahul,30.0,Laptop,1.0,
663,Pooja,25.0,Headphones,1.0,20000.0
653,,30.0,,2.0,10000.0
679,,35.0,Mobile,,
97,Pooja,,Laptop,,
902,Amit,35.0,Headphones,3.0,15000.0
827,Neha,30.0,Mobile,3.0,10000.0
288,Rahul,35.0,Laptop,1.0,
3,,22.0,Mobile,3.0,10000.0
272,,25.0,,3.0,10000.0
633,,,Headphones,3.0,10000.0
907,Rahul,30.0,Tablet,1.0,15000.0
673,,30.0,,3.0,10000.0
983,,25.0,Laptop,1.0,
279,,35.0,Headphones,1.0,15000.0
415,,22.0,Headphones,2.0,20000.0
670,Neha,22.0,Laptop,1.0,20000.0
325,,22.0,Tablet,2.0,20000.0
421,Rahul,30.0,Mobile,1.0,20000.0
811,Rahul,25.0,,1.0,
297,Neha,22.0,Tablet,2.0,10000.0
570,Rahul,35.0,,1.0,10000.0
28,Amit,25.0,,,
314,Neha,30.0,Tablet,1.0,
416,Rahul,22.0,Tablet,2.0,
611,Amit,22.0,Mobile,,
178,Pooja,25.0,Laptop,1.0,
487,,30.0,,2.0,
455,Pooja,22.0,Tablet,1.0,10000.0
172,Rahul,30.0,Headphones,1.0,20000.0
904,Pooja,30.0,,3.0,
593,Rahul,22.0,Headphones,3.0,15000.0
191,Pooja,22.0,,,
21,Neha,22.0,Tablet,,
937,Amit,25.0,Tablet,2.0,10000.0
800,Amit,25.0,Headphones,1.0,
530,Neha,30.0,,,10000.0
118,,30.0,,2.0,20000.0
500,Amit,22.0,Tablet,3.0,15000.0
510,Neha,35.0,,1.0,10000.0
845,Pooja,30.0,Laptop,3.0,15000.0
591,Pooja,,,3.0,10000.0
737,Rahul,,Headphones,2.0,10000.0
595,Amit,30.0,Laptop,2.0,20000.0
311,Neha,35.0,,1.0,15000.0
181,Neha,25.0,Tablet,1.0,
709,Neha,22.0,Mobile,1.0,10000.0
660,Neha,,,2.0,15000.0
858,Rahul,35.0,Headphones,,10000.0
609,Rahul,35.0,Headphones,,
420,Neha,30.0,Headphones,1.0,10000.0
432,Neha,35.0,,3.0,
772,Amit,35.0,Tablet,,10000.0
524,Pooja,,Mobile,3.0,15000.0
249,Neha,25.0,Laptop,2.0,
923,Pooja,30.0,Headphones,2.0,
247,Rahul,35.0,Tablet,3.0,10000.0
406,Amit,25.0,,1.0,20000.0
155,Rahul,22.0,Mobile,1.0,20000.0
463,Rahul,25.0,Headphones,1.0,
762,Amit,30.0,Tablet,3.0,10000.0
476,Pooja,22.0,,,10000.0
189,Pooja,22.0,Laptop,1.0,15000.0
491,Neha,,Headphones,2.0,
477,Neha,,Laptop,2.0,15000.0
443,Amit,25.0,Mobile,,
281,Rahul,22.0,Tablet,3.0,
572,,35.0,Headphones,2.0,15000.0
638,Amit,30.0,Headphones,1.0,10000.0
832,Pooja,22.0,Mobile,2.0,
474,Amit,30.0,,1.0,
602,Rahul,25.0,Headphones,3.0,20000.0
654,Amit,30.0,Tablet,2.0,
917,Pooja,25.0,Headphones,,
128,Neha,22.0,Tablet,2.0,
177,Rahul,22.0,Mobile,2.0,10000.0
162,Pooja,25.0,Mobile,1.0,20000.0
211,Amit,25.0,,,20000.0
630,Pooja,22.0,,2.0,20000.0
201,Rahul,35.0,,1.0,10000.0
251,Rahul,35.0,Mobile,1.0,10000.0
767,Neha,,Headphones,,
145,Pooja,22.0,Tablet,3.0,20000.0
724,Neha,35.0,Headphones,,15000.0
636,Pooja,35.0,Mobile,2.0,15000.0
1000,,25.0,Headphones,3.0,10000.0
253,Amit,35.0,Laptop,3.0,10000.0
239,Amit,25.0,,,10000.0
424,,35.0,,,20000.0
843,Pooja,25.0,Tablet,1.0,
542,Rahul,35.0,Laptop,3.0,20000.0
175,Neha,35.0,,,
359,Amit,25.0,Laptop,1.0,20000.0
863,Pooja,30.0,Laptop,3.0,15000.0
318,Pooja,25.0,Headphones,3.0,15000.0
778,Amit,35.0,Headphones,3.0,
240,Neha,25.0,Tablet,3.0,15000.0
571,Amit,35.0,Headphones,1.0,15000.0
451,Pooja,22.0,,,10000.0
971,Rahul,,Mobile,3.0,15000.0
283,Rahul,,,3.0,15000.0
358,Amit,,Mobile,,
848,Pooja,,Laptop,2.0,20000.0
632,Neha,30.0,Laptop,1.0,
684,,22.0,,2.0,10000.0
7,Amit,25.0,Headphones,2.0,10000.0
171,Pooja,22.0,Tablet,3.0,10000.0
719,Neha,22.0,Headphones,2.0,
884,,25.0,Laptop,2.0,
182,Amit,30.0,Mobile,2.0,15000.0
948,Neha,30.0,Headphones,1.0,10000.0
807,Pooja,35.0,Laptop,1.0,
680,Rahul,22.0,Tablet,1.0,20000.0
355,,25.0,Headphones,,
471,Rahul,35.0,Laptop,3.0,15000.0
497,Pooja,25.0,Headphones,,
582,Neha,35.0,Laptop,2.0,20000.0
255,Pooja,35.0,,1.0,
282,Rahul,25.0,,3.0,
117,Pooja,,Tablet,3.0,20000.0
610,Amit,22.0,Tablet,2.0,
986,Neha,22.0,,1.0,
267,,,Headphones,,15000.0
170,Amit,35.0,Mobile,1.0,15000.0
970,Amit,22.0,Mobile,2.0,10000.0
984,,25.0,,1.0,15000.0
254,Pooja,22.0,Laptop,2.0,10000.0
277,,35.0,Laptop,2.0,
514,Neha,25.0,Mobile,1.0,
92,,25.0,,,
268,Neha,22.0,Mobile,,20000.0
30,Pooja,35.0,Mobile,,20000.0
302,Rahul,25.0,Mobile,,20000.0
447,,35.0,Headphones,2.0,10000.0
219,,,Tablet,1.0,15000.0
169,,25.0,Mobile,2.0,10000.0
996,Amit,35.0,Mobile,,
78,Pooja,22.0,,,10000.0
90,Amit,,Mobile,3.0,20000.0
617,,35.0,Laptop,1.0,
409,Amit,25.0,Mobile,,15000.0
207,,22.0,Tablet,,
5,Amit,25.0,,3.0,15000.0
813,Neha,35.0,Laptop,,
954,Neha,35.0,Laptop,2.0,20000.0
821,,30.0,,,
761,Rahul,25.0,Headphones,,
418,Amit,25.0,Headphones,1.0,20000.0
131,Pooja,25.0,Laptop,2.0,10000.0
126,Pooja,30.0,Laptop,,20000.0
846,Neha,25.0,,3.0,
227,Amit,25.0,,3.0,15000.0
556,Neha,35.0,,3.0,20000.0
757,,35.0,,,
295,Rahul,,Laptop,2.0,20000.0
589,Rahul,22.0,Laptop,3.0,
890,Neha,,Tablet,2.0,20000.0
37,Pooja,22.0,Headphones,,
392,Pooja,30.0,Tablet,1.0,15000.0
562,,35.0,Headphones,,15000.0
887,Neha,30.0,Laptop,2.0,
787,Neha,,Mobile,1.0,
367,,30.0,Headphones,1.0,
907,Rahul,30.0,Tablet,1.0,15000.0
592,Rahul,30.0,Mobile,,15000.0
653,,30.0,,2.0,10000.0
701,Neha,35.0,Mobile,2.0,20000.0
987,Pooja,22.0,Headphones,1.0,10000.0
208,,22.0,Laptop,,15000.0
374,Neha,22.0,Tablet,,
399,Amit,35.0,Tablet,2.0,10000.0
896,,30.0,Headphones,,
726,Pooja,30.0,,3.0,
509,Rahul,,Tablet,,15000.0
953,Pooja,,Tablet,1.0,10000.0
456,Amit,,Mobile,1.0,
444,Pooja,22.0,Headphones,1.0,15000.0
688,Rahul,35.0,Laptop,,15000.0
752,Amit,35.0,Mobile,,15000.0
256,Rahul,25.0,Tablet,1.0,10000.0
435,,22.0,,1.0,20000.0
605,Pooja,25.0,Mobile,1.0,15000.0
264,Rahul,25.0,Mobile,2.0,20000.0
567,Rahul,25.0,Mobile,3.0,10000.0
922,Neha,35.0,Headphones,,10000.0
774,Neha,25.0,Mobile,,10000.0
868,Pooja,22.0,Tablet,2.0,
190,Pooja,35.0,Headphones,1.0,10000.0
125,Rahul,,Laptop,,
14,Neha,30.0,Mobile,3.0,10000.0
898,Pooja,35.0,Tablet,3.0,10000.0
850,,30.0,,1.0,
469,Rahul,,Mobile,3.0,
413,Neha,30.0,Tablet,2.0,10000.0
308,,30.0,Laptop,3.0,
854,Neha,35.0,,1.0,20000.0
698,,30.0,,,15000.0
298,,25.0,Mobile,3.0,15000.0
395,Neha,35.0,,3.0,20000.0
872,Neha,,Tablet,,20000.0
340,Pooja,25.0,Laptop,,
988,Amit,22.0,,1.0,
331,Rahul,30.0,,3.0,
566,Amit,35.0,Mobile,2.0,
563,Pooja,35.0,,2.0,15000.0
225,Amit,,Mobile,2.0,
71,,30.0,Mobile,2.0,20000.0
733,,25.0,Mobile,1.0,20000.0
242,Neha,25.0,,3.0,15000.0
481,Neha,30.0,Laptop,,
291,Amit,30.0,Mobile,2.0,
391,Neha,25.0,Laptop,1.0,20000.0
545,Pooja,30.0,Laptop,1.0,20000.0
958,Rahul,,Laptop,3.0,15000.0
361,,22.0,Headphones,3.0,
675,Rahul,30.0,Headphones,3.0,
422,Pooja,30.0,Mobile,2.0,10000.0
223,Neha,30.0,Laptop,1.0,15000.0
806,Neha,,Laptop,1.0,
817,Rahul,,,2.0,20000.0
826,,25.0,Headphones,1.0,10000.0
389,Pooja,22.0,Laptop,3.0,20000.0
964,Neha,35.0,Laptop,1.0,20000.0
993,Rahul,22.0,Headphones,3.0,20000.0
877,Neha,,Headphones,3.0,
704,,25.0,Laptop,3.0,10000.0
400,Neha,25.0,Tablet,2.0,
280,Pooja,22.0,Headphones,3.0,
31,Rahul,35.0,Tablet,,20000.0
41,Amit,25.0,Mobile,,15000.0
802,Neha,22.0,Mobile,2.0,20000.0
372,Neha,35.0,,1.0,10000.0
220,Rahul,,Tablet,1.0,
67,Neha,30.0,Headphones,2.0,15000.0
575,Amit,30.0,Headphones,2.0,15000.0
776,,35.0,Headphones,3.0,15000.0
49,Pooja,35.0,Tablet,2.0,20000.0
323,Neha,35.0,Mobile,1.0,20000.0
544,Amit,22.0,,3.0,
672,Neha,,Tablet,,20000.0
216,,35.0,Headphones,3.0,
407,Pooja,30.0,Headphones,1.0,
107,,,,3.0,10000.0
919,,30.0,Tablet,1.0,15000.0
856,Neha,,Tablet,,10000.0
668,Pooja,,,3.0,10000.0
594,,,Headphones,3.0,10000.0
229,Pooja,30.0,,1.0,20000.0
437,Rahul,25.0,,2.0,15000.0
243,Amit,22.0,Tablet,1.0,20000.0
427,,30.0,Tablet,,
120,Pooja,30.0,Tablet,2.0,20000.0
292,,25.0,Mobile,2.0,15000.0
734,,,Tablet,1.0,15000.0
334,Pooja,25.0,Headphones,1.0,
129,,35.0,Laptop,,20000.0
885,Rahul,25.0,Mobile,,
548,Pooja,,Headphones,,10000.0
377,,30.0,Headphones,2.0,15000.0
11,,22.0,Mobile,1.0,
980,,25.0,Mobile,,20000.0
102,Pooja,25.0,Headphones,3.0,20000.0
779,Rahul,30.0,Headphones,3.0,15000.0
468,Amit,22.0,,1.0,15000.0
738,Rahul,,Laptop,1.0,10000.0
320,Amit,30.0,,1.0,
608,Pooja,22.0,,,15000.0
439,Pooja,,Headphones,3.0,10000.0
614,Rahul,,Mobile,1.0,20000.0
312,Pooja,,Mobile,,15000.0
119,Pooja,30.0,Tablet,1.0,
408,Rahul,,Headphones,,15000.0
341,,,,1.0,
534,Neha,,Tablet,,10000.0
862,Amit,22.0,Laptop,1.0,10000.0
944,Pooja,25.0,Tablet,1.0,20000.0
750,Amit,,Mobile,1.0,
878,Pooja,,Headphones,1.0,20000.0
619,Neha,30.0,Mobile,2.0,
861,Amit,,,1.0,20000.0
760,Pooja,35.0,Mobile,3.0,
589,Rahul,22.0,Laptop,3.0,
793,Pooja,30.0,Laptop,1.0,20000.0
157,Pooja,22.0,Mobile,2.0,
549,Rahul,22.0,Headphones,,10000.0
4,,35.0,Laptop,,15000.0
762,Amit,30.0,Tablet,3.0,10000.0
374,Neha,22.0,Tablet,,
812,Neha,,Mobile,1.0,20000.0
714,Pooja,,Headphones,3.0,
847,,22.0,Mobile,3.0,10000.0
541,Amit,25.0,Laptop,2.0,20000.0
16,Pooja,25.0,,,10000.0
45,Amit,25.0,,3.0,15000.0
814,,35.0,Headphones,2.0,15000.0
322,Pooja,25.0,Tablet,,15000.0
263,Rahul,25.0,,3.0,20000.0
781,Rahul,35.0,Mobile,3.0,10000.0
457,Pooja,25.0,,2.0,15000.0
711,Amit,,Tablet,1.0,20000.0
289,Neha,35.0,Laptop,3.0,
798,Rahul,30.0,Laptop,,20000.0
349,Rahul,25.0,Laptop,,20000.0
46,Neha,35.0,Tablet,1.0,20000.0
650,Neha,30.0,Headphones,2.0,
905,Neha,,Headphones,,20000.0
347,Neha,30.0,Laptop,3.0,
284,,35.0,Laptop,3.0,20000.0
306,Amit,30.0,Mobile,1.0,20000.0
307,Amit,35.0,Headphones,,10000.0
941,Amit,,Mobile,2.0,
319,Rahul,35.0,Mobile,,20000.0
232,Rahul,35.0,Headphones,1.0,20000.0
551,Neha,,Laptop,1.0,10000.0
310,Rahul,35.0,Headphones,3.0,
470,Neha,22.0,Laptop,,15000.0
22,Amit,35.0,Laptop,2.0,15000.0
517,Neha,22.0,Mobile,,10000.0
788,,22.0,Headphones,2.0,10000.0
180,Neha,,Tablet,,15000.0
817,Rahul,,,2.0,20000.0
732,Neha,30.0,Tablet,2.0,20000.0
339,Amit,30.0,Laptop,3.0,
187,Neha,22.0,Tablet,1.0,15000.0
24,Neha,22.0,Laptop,3.0,20000.0
797,Pooja,35.0,Headphones,2.0,15000.0
51,Neha,30.0,,,10000.0
438,Rahul,35.0,,,10000.0
581,Rahul,35.0,Mobile,1.0,20000.0
185,Rahul,30.0,Laptop,3.0,20000.0
366,,,Laptop,2.0,20000.0
205,Neha,30.0,Headphones,1.0,
68,Amit,35.0,Headphones,2.0,10000.0
